CR_REGION,NOMBRE_REGION,CR_TIENDA,NOMBRE_TIENDA
10GUD,Jalisco,50B0R,Ocotlan San Andres GDL
10GUD,Jalisco,50B1S,Tepa Gonzalez Gallo GDL
10GUD,Jalisco,50B3F,Solidaridad GDL
10GUD,Jalisco,50B4W,Nodo Sur GDL
10GUD,Jalisco,50B4Y,El Vigia GDL
10GUD,Jalisco,50B5E,Volcán Orandino GDL
10GUD,Jalisco,50B6S,EL SALVADOR GDL
10GUD,Jalisco,50B86,Mesa Poniente GDL
10GUD,Jalisco,50B9P,Atardecer GDL
10GUD,Jalisco,50B9U,Americas Country GDL
10GUD,Jalisco,50BAN,Bandera GDL
10GUD,Jalisco,50BD0,Ramos Millan GDL
10GUD,Jalisco,50BD8,Sahuayo Matamoros GDL
10GUD,Jalisco,50BE0,Real De Lago GDL
10GUD,Jalisco,50BE4,Montecristo GDL
10GUD,Jalisco,50BF0,Jiquilpan Lazaro GDL
10GUD,Jalisco,50BF2,Ocotlan Diamante  GDL
10GUD,Jalisco,50BF9,Tepic Puebla GDL
10GUD,Jalisco,50BFR,Parador II GDL
10GUD,Jalisco,50BFV,Monte la Luna GDL
10GUD,Jalisco,50BGA,Union GDL
10GUD,Jalisco,50BHI,Bahia GDL
10GUD,Jalisco,50BHQ,Bahia Colon GDL
10GUD,Jalisco,50BJJ,Fresnito CLA
10GUD,Jalisco,50BK7,Andalucia GDL
10GUD,Jalisco,50BLK,Mar Negro GDL
10GUD,Jalisco,50BLX,Belisario GDL
10GUD,Jalisco,50BLZ,Obelisco GDL
10GUD,Jalisco,50BMV,Los Compadres GDL
10GUD,Jalisco,50BN4,Chamela GDL
10GUD,Jalisco,50BN5,18 de Marzo GDL
10GUD,Jalisco,50BNA,Tianguis del AutoGDL
10GUD,Jalisco,50BOD,Torres Bodet GDL
10GUD,Jalisco,50BPO,Villas La Tijera GDL
10GUD,Jalisco,50BQM,Rio Juarez GDL
10GUD,Jalisco,50BQN,Tototlan GDL
10GUD,Jalisco,50BSU,Linda Vista GDL
10GUD,Jalisco,50BT2,El Polvorin GDL
10GUD,Jalisco,50BVG,Buenavista GDL
10GUD,Jalisco,50BW0,Rio Zapotlanejo GDL
10GUD,Jalisco,50BWC,Barca Crucero GDL
10GUD,Jalisco,50BWI,Barca Brisenas GDL
10GUD,Jalisco,50BXO,Real del Sol GDL
10GUD,Jalisco,50BY6,Tonila GDL
10GUD,Jalisco,50BZM,Zacoalco Centro GDL
10GUD,Jalisco,50BZP,Los Cantaros GDL
10GUD,Jalisco,50C2X,Av. Mexico GDL
10GUD,Jalisco,50C59,Zamora Ocampo GDL
10GUD,Jalisco,50C6J,Pablo Casals GDL
10GUD,Jalisco,50C6R,Sahuayo Mercado GDL
10GUD,Jalisco,50C7G,Guadalupe Las Torres GDL
10GUD,Jalisco,50C7Q,Juchitlan CLA
10GUD,Jalisco,50C8Q,Laurel GDL
10GUD,Jalisco,50C92,Ottowers GDL
10GUD,Jalisco,50CAH,Olivos II GDL
10GUD,Jalisco,50CBM,El Porton GDL
10GUD,Jalisco,50CC8,SIVEC GDL
10GUD,Jalisco,50CD4,Beatriz Hernandez GDL
10GUD,Jalisco,50CDZ,Cadiz GDL
10GUD,Jalisco,50CGH,Bufalo GDL
10GUD,Jalisco,50CGL,R. Michel GDL
10GUD,Jalisco,50CGM,Monte San Elias GDL
10GUD,Jalisco,50CGP,Economos GDL
10GUD,Jalisco,50CGW,Canteras GDL
10GUD,Jalisco,50CH4,CR disponible
10GUD,Jalisco,50CHH,Chamizal GDL
10GUD,Jalisco,50CIG,Volcanes CLA
10GUD,Jalisco,50CIP,Parque San AngelGDL
10GUD,Jalisco,50CIQ,Clinica 34 GDL
10GUD,Jalisco,50CIZ,Gobernador Curiel GDL
10GUD,Jalisco,50CJE,Perez Verdia GDL
10GUD,Jalisco,50CJJ,La Presa GDL
10GUD,Jalisco,50CKM,Jiquilpan Centro GDL
10GUD,Jalisco,50CM2,H Batallon GDL
10GUD,Jalisco,50CMA,La Calma GDL
10GUD,Jalisco,50CMH,Camichines GDL
10GUD,Jalisco,50COP,Copernico GDL
10GUD,Jalisco,50COR,Cordilleras GDL
10GUD,Jalisco,50COU,Jard. del Contry GDL
10GUD,Jalisco,50CQT,PaisajesdelTesoroGDL
10GUD,Jalisco,50CR6,Andador Zaragoza GDL
10GUD,Jalisco,50CRJ,Cruz Roja GDL
10GUD,Jalisco,50CRZ,Santa Cruz GDL
10GUD,Jalisco,50CTP,Chapultepec GDL
10GUD,Jalisco,50CTS,Constituyentes GDL
10GUD,Jalisco,50CUD,Consulado GDL
10GUD,Jalisco,50CUJ,Cocula II GDL
10GUD,Jalisco,50CVI,Chulavista GDL
10GUD,Jalisco,50CVY,La Curva GDL
10GUD,Jalisco,50CWA,Catolica GDL
10GUD,Jalisco,50CWM,Centro Medico GDL
10GUD,Jalisco,50CZY,Concentro GDL
10GUD,Jalisco,50D0M,Paseo Real GDL
10GUD,Jalisco,50D1B,Zamora IMSS GDL
10GUD,Jalisco,50D2O,Natura GDL
10GUD,Jalisco,50D2P,Valle de Juarez CLA
10GUD,Jalisco,50D2Z,Residencial Barranca GDL
10GUD,Jalisco,50D3K,Alberta GDL
10GUD,Jalisco,50D3P,Lerdo de Tejeda GDL
10GUD,Jalisco,50D3V,Manglar GDL
10GUD,Jalisco,50D3Y,Sendeira GDL
10GUD,Jalisco,50D4H,Ferrocarrilera GDL
10GUD,Jalisco,50D4Q,Vazquez Coronado GDL
10GUD,Jalisco,50D72,Arezzo GDL
10GUD,Jalisco,50D73,Paseos Otero GDL
10GUD,Jalisco,50D7G,San Pablo  GDL
10GUD,Jalisco,50D87,Tonala Zapata GDL
10GUD,Jalisco,50DA7,Tonala Gigantes GDL
10GUD,Jalisco,50DBQ,Deportes GDL
10GUD,Jalisco,50DCR,Pablo Valdez GDL
10GUD,Jalisco,50DD4,Ocotlan Alamo GDL
10GUD,Jalisco,50DDC,Sayula Centro CLA
10GUD,Jalisco,50DDO,Severo Diaz GDL
10GUD,Jalisco,50DE1,Ayutla CLA
10GUD,Jalisco,50DE2,Sinaloa GDL
10GUD,Jalisco,50DEJ,Clinica 2 GDL
10GUD,Jalisco,50DEQ,Prepa 1 GDL
10GUD,Jalisco,50DES,Bosque Industrial GDL
10GUD,Jalisco,50DEY,De Llano GDL
10GUD,Jalisco,50DFA,Tizapan GDL
10GUD,Jalisco,50DFI,Delfines GDL
10GUD,Jalisco,50DFQ,Zona Financiera GDL
10GUD,Jalisco,50DLY,Caji Centro GDL
10GUD,Jalisco,50DLZ,Plaza del Sol GDL
10GUD,Jalisco,50DMN,Oxxo Diamante
10GUD,Jalisco,50DNF,Pedro Parra GDL
10GUD,Jalisco,50DNX,Dunas GDL
10GUD,Jalisco,50DO0,JARDINES DE NUEVO MEXICO GDL
10GUD,Jalisco,50DOH,Outlet GDL
10GUD,Jalisco,50DPX,Pit II GDL
10GUD,Jalisco,50DPY,La Cima GDL
10GUD,Jalisco,50DQJ,Esteban Loera GDL
10GUD,Jalisco,50DR3,Cronos GDL
10GUD,Jalisco,50DS6,Zalatitan GDL
10GUD,Jalisco,50DU7,Tonaltecas Galerias GDL
10GUD,Jalisco,50DUU,ITESO GDL
10GUD,Jalisco,50DW7,Santa Lucia Gas GDL
10GUD,Jalisco,50DWE,Olimpica GDL
10GUD,Jalisco,50DWI,Ocotlan Zarco GDL
10GUD,Jalisco,50DWV,Jiquilpan GDL
10GUD,Jalisco,50DX5,Sahuayo Allende GDL
10GUD,Jalisco,50DXK,Real Valdepenas GDL
10GUD,Jalisco,50DY0,Parque Galerias GDL
10GUD,Jalisco,50DY6,Arandas Campestre GDL
10GUD,Jalisco,50E1S,Militar GDL
10GUD,Jalisco,50E22,Nordica GDL
10GUD,Jalisco,50E2H,Juarez Real Inn GDL
10GUD,Jalisco,50E2K,Plaza Premier GDL
10GUD,Jalisco,50E3J,Villalta GDL
10GUD,Jalisco,50E3R,Agua Azul GDL
10GUD,Jalisco,50E3S,Jamay La Barca
10GUD,Jalisco,50E5P,Sahuayo Brisas GDL
10GUD,Jalisco,50E6Q,Batan GDL
10GUD,Jalisco,50E89,Hijuelos GDL
10GUD,Jalisco,50E8B,Yahualica Gas GDL
10GUD,Jalisco,50E9M,Albañiles GDL
10GUD,Jalisco,50EBN,Eva Briseño GDL
10GUD,Jalisco,50EBT,Las Pintas GDL
10GUD,Jalisco,50EDF,Motorola GDL
10GUD,Jalisco,50EE8,Marsellesa GDL
10GUD,Jalisco,50EEV,El Verde GDL
10GUD,Jalisco,50EF2,Avila Camacho CLA
10GUD,Jalisco,50EFD,Lomas del Sur GDL
10GUD,Jalisco,50EFT,El Tesoro GDL
10GUD,Jalisco,50EMY,Plaza Aztlan GDL
10GUD,Jalisco,50ENZ,ZacoalcodeTorres GDL
10GUD,Jalisco,50EOD,Aquiles GDL
10GUD,Jalisco,50EOF,Mirador del Tesoro GDL
10GUD,Jalisco,50EOT,Ejercito GDL
10GUD,Jalisco,50EPB,AtemajacdeBrizuelaGDL
10GUD,Jalisco,50ER1,Medrano GDL
10GUD,Jalisco,50ER6,Prepa 19 GDL
10GUD,Jalisco,50ES7,Auditorio GDL
10GUD,Jalisco,50ESG,Escorza GDL
10GUD,Jalisco,50ETA,Urdaneta GDL
10GUD,Jalisco,50ETJ,El Tajo GDL
10GUD,Jalisco,50ETO,El Salto GDL
10GUD,Jalisco,50ETT,Olivette GDL
10GUD,Jalisco,50EU3,Tepa Centro GDL
10GUD,Jalisco,50EZU,El Sauz GDL
10GUD,Jalisco,50F02,Plaza del Campo GDL
10GUD,Jalisco,50F2H,Tepa Hospital GDL
10GUD,Jalisco,50F2P,Guitarron GDL
10GUD,Jalisco,50F39,Ayamonte GDL
10GUD,Jalisco,50F3L,Sanzio Comerciantes GDL
10GUD,Jalisco,50F3Y,Hacienda del Valle Zamora
10GUD,Jalisco,50F44,Centro Sur GDL
10GUD,Jalisco,50F6F,Tonala Patria GDL
10GUD,Jalisco,50F85,Huaninba GDL
10GUD,Jalisco,50F8F,Volcan Quinceo GDL
10GUD,Jalisco,50F8T,Halcon GDL
10GUD,Jalisco,50F99,Somos GDL
10GUD,Jalisco,50FAU,Araucarias GDL
10GUD,Jalisco,50FBX,As de Oros GDL
10GUD,Jalisco,50FD2,San Francisco Tesistan GDL
10GUD,Jalisco,50FDY,La Tijera GDL
10GUD,Jalisco,50FE3,Teatro GDL
10GUD,Jalisco,50FED,Federacion GDL
10GUD,Jalisco,50FF4,Robledo GDL
10GUD,Jalisco,50FFP,Tapalpa GDL
10GUD,Jalisco,50FGF,Gomez Farias GDL
10GUD,Jalisco,50FGW,Arandas Centinela GDL
10GUD,Jalisco,50FHA,Lopez Chavez GDL
10GUD,Jalisco,50FHB,Compositores GDL
10GUD,Jalisco,50FHC,Fuente Olimpica GDL
10GUD,Jalisco,50FHH,La Huizachera GDL
10GUD,Jalisco,50FHY,San Bernardo GDL
10GUD,Jalisco,50FIF,MERIDA
10GUD,Jalisco,50FJL,S Martin de las F GDL
10GUD,Jalisco,50FK6,Albereda GDL
10GUD,Jalisco,50FKJ,San Rafael GDL
10GUD,Jalisco,50FKW,Calzada Madero CLA
10GUD,Jalisco,50FL5,Lopez Herrera GDL
10GUD,Jalisco,50FLL,Francisco Villa GDL
10GUD,Jalisco,50FOG,Fiestas deOctubreGDL
10GUD,Jalisco,50FPP,Pihuamo CLA
10GUD,Jalisco,50FPZ,Fernando EspinozaGDL
10GUD,Jalisco,50FQS,La 54 GDL
10GUD,Jalisco,50FR5,Prologis PERISUR GDL
10GUD,Jalisco,50FRL,Federalistas GDL
10GUD,Jalisco,50FRR,Hacienda Real II GDL
10GUD,Jalisco,50FRU,Felipe Ruvalcaba GDL
10GUD,Jalisco,50FSK,El Fortin GDL
10GUD,Jalisco,50FSY,Doctores GDL
10GUD,Jalisco,50FT7,El Reparo GDL
10GUD,Jalisco,50FTL,Seatle GDL
10GUD,Jalisco,50FVF,Santa Cecilia GDL
10GUD,Jalisco,50FVM,Plaza Galicia GDL
10GUD,Jalisco,50FW1,Tienda Virtual MTB MTY
10GUD,Jalisco,50FWB,Bufalo MEX
10GUD,Jalisco,50FXU,Colon CLA
10GUD,Jalisco,50FY2,Acatlan Centro GDL
10GUD,Jalisco,50FYG,Salvador Quevedo GDL
10GUD,Jalisco,50FZ6,Potrero Nuevo GDL
10GUD,Jalisco,50FZM,Valle de Bravo GDL
10GUD,Jalisco,50G0N,Real Atemajac GDL
10GUD,Jalisco,50G0Q,Av Arcos GDL
10GUD,Jalisco,50G15,Tepic Crucero Mexcaltitan GDL
10GUD,Jalisco,50G1G,Asis GDL
10GUD,Jalisco,50G1N,PMI GDL
10GUD,Jalisco,50G21,Rio Lagos GDL
10GUD,Jalisco,50G3A,Jiquilpan el Llano GDL
10GUD,Jalisco,50G3M,Atlas GDL
10GUD,Jalisco,50G3Z,Astillero GDL
10GUD,Jalisco,50G5A,Sanzio Asesores GDL
10GUD,Jalisco,50G5C,Tecnocenter GDL
10GUD,Jalisco,50G5K,Tepic Puga Ingenio GDL
10GUD,Jalisco,50G66,Bellavista Centro GDL
10GUD,Jalisco,50G79,Las Rosas  GDL
10GUD,Jalisco,50G7R,La Higuera GDL
10GUD,Jalisco,50G8J,Zamora El Sauz GDL
10GUD,Jalisco,50GAC,Avila Camacho GDL
10GUD,Jalisco,50GAT,Abastos GDL
10GUD,Jalisco,50GBJ,San Juan Bosco GDL
10GUD,Jalisco,50GBO,Bosques GDL
10GUD,Jalisco,50GBR,Garcia Barragan GDL
10GUD,Jalisco,50GCA,Ocampo GDL
10GUD,Jalisco,50GCE,Centinela GDL
10GUD,Jalisco,50GCL,Club de Leones GDL
10GUD,Jalisco,50GCN,Cd de Los Ninos GDL
10GUD,Jalisco,50GCS,Caseta GDL
10GUD,Jalisco,50GDC,El Vado GDL
10GUD,Jalisco,50GDD,12 de Diciembre GDL
10GUD,Jalisco,50GDS,San Onofre GDL
10GUD,Jalisco,50GF6,Price Atemajac GDL
10GUD,Jalisco,50GGN,Gorrion GDL
10GUD,Jalisco,50GGS,Arista GDL
10GUD,Jalisco,50GGU,Plaza Guadalupe GDL
10GUD,Jalisco,50GHD,Haciendas GDL
10GUD,Jalisco,50GHI,Higuerillas GDL
10GUD,Jalisco,50GIN,Industrial GDL
10GUD,Jalisco,50GIR,Rio La Paz GDL
10GUD,Jalisco,50GIW,Independencia II GDL
10GUD,Jalisco,50GJ0,Tonala Gandhi GDL
10GUD,Jalisco,50GJR,Jardin Real GDL
10GUD,Jalisco,50GK1,Escorial GDL
10GUD,Jalisco,50GKZ,Golfo de Cortes GDL
10GUD,Jalisco,50GL0,Zamora Ario GDL
10GUD,Jalisco,50GL2,Plaza Aqua GDL
10GUD,Jalisco,50GLB,Loma Bonita GDL
10GUD,Jalisco,50GLD,Legalidad
10GUD,Jalisco,50GLO,Galileo GDL
10GUD,Jalisco,50GMS,Geminis GDL
10GUD,Jalisco,50GN5,San Juan GDL
10GUD,Jalisco,50GNO,Nino Obrero GDL
10GUD,Jalisco,50GOH,Hipodromo GDL
10GUD,Jalisco,50GOO,Oleoducto GDL
10GUD,Jalisco,50GPF,Gran Plaza GDL
10GUD,Jalisco,50GPP,Parador GDL
10GUD,Jalisco,50GQB,DE LA MORA GDL
10GUD,Jalisco,50GQX,Mezquitera GDL
10GUD,Jalisco,50GRX,Gran Mexicano GDL
10GUD,Jalisco,50GS6,Sastre GDL
10GUD,Jalisco,50GSF,Ottawa GDL
10GUD,Jalisco,50GSI,San Isidro GDL
10GUD,Jalisco,50GSN,Segunda Norte GDL
10GUD,Jalisco,50GST,Santo Tomas GDL
10GUD,Jalisco,50GTB,Tabor GDL
10GUD,Jalisco,50GTR,Montreal GDL
10GUD,Jalisco,50GTZ,Zapote GDL
10GUD,Jalisco,50GU4,Oxnard Maestros GDL
10GUD,Jalisco,50GVG,Puesta del Sol GDL
10GUD,Jalisco,50GVM,Las Pintitas GDL
10GUD,Jalisco,50GVR,Virreyes GDL
10GUD,Jalisco,50GW7,Ocotlan El Nogal GDL
10GUD,Jalisco,50GXE,Esturion GDL
10GUD,Jalisco,50GYJ,Revolucion II GDL
10GUD,Jalisco,50GYK,Nueva Galicia II GDL
10GUD,Jalisco,50H08,Barca Colon GDL
10GUD,Jalisco,50H2G,Zamora Republica GDL
10GUD,Jalisco,50H2K,Ocotlan Metropolitano GDL
10GUD,Jalisco,50H3S,Zamora Rinconada GDL
10GUD,Jalisco,50H4C,Delgado Ocampo GDL
10GUD,Jalisco,50H59,Prepa Tonala GDL
10GUD,Jalisco,50H8P,Federalismo Hidalgo GDL
10GUD,Jalisco,50H9D,Boturini GDL
10GUD,Jalisco,50HA1,Tepa 18 de Marzo GDL
10GUD,Jalisco,50HAC,Estacion Norte GDL
10GUD,Jalisco,50HAX,Tepa San Juan GDL
10GUD,Jalisco,50HB8,Punto Sur GDL
10GUD,Jalisco,50HDY,Holiday Inn GDL
10GUD,Jalisco,50HEU,Caseta Colima GDL
10GUD,Jalisco,50HFJ,Hospital General GDL
10GUD,Jalisco,50HFK,Expo GDL
10GUD,Jalisco,50HFN,Parador III GDL
10GUD,Jalisco,50HGP,Las Americas GDL
10GUD,Jalisco,50HHU,Chimalhuacan GDL
10GUD,Jalisco,50HI0,Punta del Norte GUD
10GUD,Jalisco,50HJ2,Cobra Real GDL
10GUD,Jalisco,50HL4,Justo Corro GDL
10GUD,Jalisco,50HL6,Filomeno Gomez GDL
10GUD,Jalisco,50HL9,Tangancicuaro Carretera GDL
10GUD,Jalisco,50HLN,Atotonilco Charcon GDL
10GUD,Jalisco,50HLR,Hacienda Real GDL
10GUD,Jalisco,50HLU,200 CEN
10GUD,Jalisco,50HMD,Zam. Madero GDL
10GUD,Jalisco,50HNI,El Cuarenta GDL
10GUD,Jalisco,50HNZ,Huizachera II GDL
10GUD,Jalisco,50HOI,Hospital Civil GDL
10GUD,Jalisco,50HOY,OndasdelaAlegria GDL
10GUD,Jalisco,50HQY,Magdalena Hosp. GDL
10GUD,Jalisco,50HS6,Tonala Vista GDL
10GUD,Jalisco,50HSU,Zapotiltic Centro CLA
10GUD,Jalisco,50HTS,La Soledad GDL
10GUD,Jalisco,50HUS,Poncitlan GDL
10GUD,Jalisco,50HV5,Arandas Aldama GDL
10GUD,Jalisco,50HWL,Conchitas GDL
10GUD,Jalisco,50HWT,Huentitan GDL
10GUD,Jalisco,50HX1,Tepic Xalisco GDL
10GUD,Jalisco,50HXV,Martires GDL
10GUD,Jalisco,50HZE,TepicGlorietaJuarez
10GUD,Jalisco,50HZI,Tuzania GDL
10GUD,Jalisco,50I02,Puente  Grande GDL
10GUD,Jalisco,50I0T,Quintas del Bosque GDL
10GUD,Jalisco,50I1C,Real Cantabria GDL
10GUD,Jalisco,50I46,Circuito Serena GDL
10GUD,Jalisco,50I4J,Tonala Tonantzin GDL
10GUD,Jalisco,50I4V,Milpillas GDL
10GUD,Jalisco,50I54,Juan Manuel GDL
10GUD,Jalisco,50I67,Estacion Dos Templos GDL
10GUD,Jalisco,50I6C,Canciller GDL
10GUD,Jalisco,50I7R,Dalias GDL
10GUD,Jalisco,50I8N,Zamora Puerta Sur GDL
10GUD,Jalisco,50I8T,San Millan GDL
10GUD,Jalisco,50I98,Colina Central GDL
10GUD,Jalisco,50I9C,Arandas Agave GDL
10GUD,Jalisco,50IA9,Andador Sur CLA
10GUD,Jalisco,50IAN,Parian GDL
10GUD,Jalisco,50IAO,Los Ciruelos GDL
10GUD,Jalisco,50IC1,Independencia GDL
10GUD,Jalisco,50IC9,Ocho GDL
10GUD,Jalisco,50ICE,Macrobus GDL
10GUD,Jalisco,50ICZ,Sanzio GDL
10GUD,Jalisco,50IDQ,Morelos CLA
10GUD,Jalisco,50IEZ,Gigantes GDL
10GUD,Jalisco,50IFR,Faro GDL
10GUD,Jalisco,50IGD,Igualdad GDL
10GUD,Jalisco,50IGI,San Ignacio II GDL
10GUD,Jalisco,50IGQ,Chivatillo GDL
10GUD,Jalisco,50IHE,Clouthier GDL
10GUD,Jalisco,50IHN,Estacion Sur GDL
10GUD,Jalisco,50IIF,Hda. Guadalupe GDL
10GUD,Jalisco,50IJ4,Cordero GDL
10GUD,Jalisco,50IJ5,Homero GDL
10GUD,Jalisco,50IJD,Magno GDL
10GUD,Jalisco,50IJI,Ajijic GDL
10GUD,Jalisco,50IK2,Carnero GDL
10GUD,Jalisco,50IL5,Tepa Donato Guerra GDL
10GUD,Jalisco,50IN8,Tonala Libre GDL
10GUD,Jalisco,50INK,Santa Rosa GDL
10GUD,Jalisco,50IO8,Jamay Ingreso GDL
10GUD,Jalisco,50IOC,Ciencias Medicas GDL
10GUD,Jalisco,50IOF,Lago Superior GDL
10GUD,Jalisco,50IOQ,Transito GDL
10GUD,Jalisco,50IPK,Hipico GDL
10GUD,Jalisco,50IR6,Prologis Arrayanes GDL
10GUD,Jalisco,50ITC,Acatic GDL
10GUD,Jalisco,50ITZ,Iteso
10GUD,Jalisco,50IUO,Industrial II GDL
10GUD,Jalisco,50IV5,Ignacio Zaragoza CLA
10GUD,Jalisco,50IV8,Laguna Colorada GDL
10GUD,Jalisco,50IVP,Salvador Quevedo GDL
10GUD,Jalisco,50IXF,El ingenio CLA
10GUD,Jalisco,50IZY,Felipe Angeles GDL
10GUD,Jalisco,50J0E,Ayotlan San Jose GDL
10GUD,Jalisco,50J0H,Guelatao GDL
10GUD,Jalisco,50J1N,Glorieta Alfarera GDL
10GUD,Jalisco,50J1T,Poncitlan Reforma GDL
10GUD,Jalisco,50J2F,Gas Santa Tere GDL
10GUD,Jalisco,50J30,JARDIN ADAMAR GDL
10GUD,Jalisco,50J32,Tepic Mololoa GDL
10GUD,Jalisco,50J3Q,Carrillo GDL
10GUD,Jalisco,50J4E,Club Country GDL
10GUD,Jalisco,50J6J,Chavinda GDL
10GUD,Jalisco,50J7K,De Alba GDL
10GUD,Jalisco,50J9H,Zamora Ferrocarril GDL
10GUD,Jalisco,50JAK,Atemajac GDL
10GUD,Jalisco,50JAQ,Valle Rosa GDL
10GUD,Jalisco,50JBQ,Tepic Santiago GDL
10GUD,Jalisco,50JCS,Saltillo GDL
10GUD,Jalisco,50JFX,Calle 5 GDL
10GUD,Jalisco,50JGE,Polanco GDL
10GUD,Jalisco,50JI1,Floresta GDL
10GUD,Jalisco,50JIJ,Ajijic Galeana GDL
10GUD,Jalisco,50JJ4,Costa de Marfil GDL
10GUD,Jalisco,50JJQ,Atotonilquillo GDL
10GUD,Jalisco,50JJW,Tlajomulco Cen GDL
10GUD,Jalisco,50JKB,Paredon CLA
10GUD,Jalisco,50JKW,Casa Fuerte GDL
10GUD,Jalisco,50JLW,La Laja GDL
10GUD,Jalisco,50JLY,8 de Julio GDL
10GUD,Jalisco,50JMV,Montevideo
10GUD,Jalisco,50JMY,Jamay GDL
10GUD,Jalisco,50JNB,Soledad GDL
10GUD,Jalisco,50JNN,Jaime Nuno GDL
10GUD,Jalisco,50JNZ,Juan Alvarez GDL
10GUD,Jalisco,50JO6,El Silvestre GDL
10GUD,Jalisco,50JOL,Jardines del Sol GDL
10GUD,Jalisco,50JOM,Joaquin Amaro GDL
10GUD,Jalisco,50JOQ,Colima III GDL
10GUD,Jalisco,50JOT,Jocotepec GDL
10GUD,Jalisco,50JQS,San Francisco Chapalita GDL
10GUD,Jalisco,50JRE,Juarez GDL
10GUD,Jalisco,50JRG,Jardines GDL
10GUD,Jalisco,50JS9,Paseo Solares GDL
10GUD,Jalisco,50JST,Justo Sierra GDL
10GUD,Jalisco,50JTT,HaciendaSantaCruzGDL
10GUD,Jalisco,50JUB,BosqdeStaAnitaII GDL
10GUD,Jalisco,50JV3,Parque Amarillo GDL
10GUD,Jalisco,50JV6,San Felipe ISSSTE GDL
10GUD,Jalisco,50JV7,El Campanario GDL
10GUD,Jalisco,50JVC,JVC GDL
10GUD,Jalisco,50JXR,Mazamitla Crucero CLA
10GUD,Jalisco,50JXU,Aranadas Libramiento GDL
10GUD,Jalisco,50JZA,Aviacion GDL
10GUD,Jalisco,50K0I,Cantera Morada
10GUD,Jalisco,50K1F,Barca Raymundo GDL
10GUD,Jalisco,50K1W,Volcan Boqueron GDL
10GUD,Jalisco,50K2S,Tepa Universidad GDL
10GUD,Jalisco,50K3V,Yahualica Mercado GDL
10GUD,Jalisco,50K4K,Senda Residencial GDL
10GUD,Jalisco,50K5L,Fiestas de Octubre GDL
10GUD,Jalisco,50K7U,Madereria GDL
10GUD,Jalisco,50K88,Tepa Aztecas GDL
10GUD,Jalisco,50K8L,Casiopea GDL
10GUD,Jalisco,50KAB,Cambre GDL
10GUD,Jalisco,50KBH,Senderos del LagoGDL
10GUD,Jalisco,50KC7,Crown GDL
10GUD,Jalisco,50KD4,Vistas Norte GDL
10GUD,Jalisco,50KDP,Palmares GDL
10GUD,Jalisco,50KH3,Ocotlan Carrillo GDL
10GUD,Jalisco,50KHA,De la Mancha GDL
10GUD,Jalisco,50KII,Colima II GDL
10GUD,Jalisco,50KJ3,Huerta Vieja GDL
10GUD,Jalisco,50KJH,Ingeniero Tello GDL
10GUD,Jalisco,50KKH,La Concha GDL
10GUD,Jalisco,50KKU,Cocula GDL
10GUD,Jalisco,50KLO,Lomas UniversidadGDL
10GUD,Jalisco,50KLR,Cuartel Colorado GDL
10GUD,Jalisco,50KLV,Colotlan GDL
10GUD,Jalisco,50KLX,Arena Coliseo GDL
10GUD,Jalisco,50KMX,Campo Real GDL
10GUD,Jalisco,50KN8,Planta Cemex Zapotiltic GDL
10GUD,Jalisco,50KNQ,PLAZA SAN JOSE GDL
10GUD,Jalisco,50KPY,Gas Oprado GDL
10GUD,Jalisco,50KQL,Atletismo GDL
10GUD,Jalisco,50KSR,Belisario II GDL
10GUD,Jalisco,50KT5,1ro De Mayo 2 GDL
10GUD,Jalisco,50KTD,Catedral  GDL
10GUD,Jalisco,50KVD,Valle Dorado GDL
10GUD,Jalisco,50KVN,Los Eucaliptos GDL
10GUD,Jalisco,50KWK,Santa Paula GDL
10GUD,Jalisco,50KWP,Abundancia GDL
10GUD,Jalisco,50KX5,Cristobal GDL
10GUD,Jalisco,50KX9,Plaza Santa Fe GDL
10GUD,Jalisco,50KXI,Industria GDL
10GUD,Jalisco,50KXO,Morelos GDL
10GUD,Jalisco,50KY6,Coronel Alvarez GDL
10GUD,Jalisco,50KYR,Cairo GDL
10GUD,Jalisco,50KZ1,Alameda GDL
10GUD,Jalisco,50KZE,Sebastianito GDL
10GUD,Jalisco,50KZF,Alemania GDL
10GUD,Jalisco,50KZI,Ecuandureo GDL
10GUD,Jalisco,50KZJ,Zam. Navarrete GDL
10GUD,Jalisco,50KZK,Zam. 20 de Nov. GDL
10GUD,Jalisco,50KZV,Zam. Estacion GDL
10GUD,Jalisco,50L02,La Barca Hidalgo GDL
10GUD,Jalisco,50L1S,Amatitan Hidalgo GDL
10GUD,Jalisco,50L2S,Las Flores  GDL
10GUD,Jalisco,50L2T,UTJ GDL
10GUD,Jalisco,50L34,Nelson GDL
10GUD,Jalisco,50L5X,Parque Solidaridad GDL
10GUD,Jalisco,50L5Y,Marcos Castellanos CLA
10GUD,Jalisco,50L7L,Crucero Cuyutlan GDL
10GUD,Jalisco,50L7V,Cuyutlan Centro GDL
10GUD,Jalisco,50LBJ,Fresno GDL
10GUD,Jalisco,50LCL,La Calera GDL
10GUD,Jalisco,50LD8,Cazadores GDL
10GUD,Jalisco,50LDA,Loma Dorada GDL
10GUD,Jalisco,50LE1,Pantano GDL
10GUD,Jalisco,50LES,Girasoles GDL
10GUD,Jalisco,50LEZ,Lopez de Legazpi GDL
10GUD,Jalisco,50LFA,Fidel Velazquez GDL
